UF;NOME_MUNICIPIO;ENQUADRAMENTO;VALOR_BENEFICIO
RN;SAO GONCALO DO AMARANTE;EXTRACAD;600
RN;SAO GONCALO DO AMARANTE;EXTRACAD;600
RN;TIMBAUBA DOS BATISTAS;BOLSA FAMILIA;1200
RN;TOUROS;BOLSA FAMILIA;1200
RO;ALTA FLORESTA D'OESTE;EXTRACAD;300
RO;ALTA FLORESTA D'OESTE;EXTRACAD;300
RO;ALTA FLORESTA D'OESTE;EXTRACAD;300
RO;ALTA FLORESTA D'OESTE;EXTRACAD;300
RO;JI-PARANA;BOLSA FAMILIA;1100
RO;PARECIS;CADUNICO;300
RO;PARECIS;CADUNICO;300
RO;PARECIS;CADUNICO;300
RO;PORTO VELHO;EXTRACAD;600
RO;PORTO VELHO;EXTRACAD;600
RO;PORTO VELHO;EXTRACAD;600
RO;PORTO VELHO;EXTRACAD;600
RO;PORTO VELHO;EXTRACAD;600
RO;PORTO VELHO;BOLSA FAMILIA;1200
RO;PORTO VELHO;EXTRACAD;600
RO;PORTO VELHO;EXTRACAD;600
RO;PORTO VELHO;EXTRACAD;300
RO;PORTO VELHO;EXTRACAD;300
RO;PORTO VELHO;EXTRACAD;600
RO;PORTO VELHO;EXTRACAD;300
RO;PORTO VELHO;EXTRACAD;600
RO;PORTO VELHO;EXTRACAD;600
RO;PORTO VELHO;EXTRACAD;300
RO;PORTO VELHO;BOLSA FAMILIA;2400
RO;PORTO VELHO;BOLSA FAMILIA;1200
RO;PORTO VELHO;CADUNICO;300
RO;PORTO VELHO;CADUNICO;300
RO;PORTO VELHO;CADUNICO;300
RO;PORTO VELHO;CADUNICO;300
RO;PORTO VELHO;CADUNICO;600
RO;PORTO VELHO;EXTRACAD;600
RO;PORTO VELHO;EXTRACAD;300
RO;PORTO VELHO;EXTRACAD;600
RO;PORTO VELHO;EXTRACAD;300
RO;PORTO VELHO;EXTRACAD;600
RO;PORTO VELHO;EXTRACAD;600
RO;PORTO VELHO;EXTRACAD;600
RO;PORTO VELHO;EXTRACAD;300
RO;PORTO VELHO;EXTRACAD;300
RO;PORTO VELHO;CADUNICO;600
RO;PORTO VELHO;CADUNICO;600
RO;PORTO VELHO;CADUNICO;600
RO;PORTO VELHO;EXTRACAD;300
RO;PORTO VELHO;EXTRACAD;300
RO;PORTO VELHO;EXTRACAD;600
RO;PORTO VELHO;EXTRACAD;600
RO;PORTO VELHO;EXTRACAD;300
RO;PORTO VELHO;EXTRACAD;600
RO;PORTO VELHO;EXTRACAD;600
RO;PORTO VELHO;EXTRACAD;600
RO;PORTO VELHO;EXTRACAD;300
RO;PORTO VELHO;BOLSA FAMILIA;2400
RO;PORTO VELHO;EXTRACAD;300
RO;PORTO VELHO;EXTRACAD;300
RO;PORTO VELHO;EXTRACAD;300
RO;PORTO VELHO;EXTRACAD;300
RO;VILHENA;EXTRACAD;300
RO;VILHENA;EXTRACAD;300
RO;VILHENA;EXTRACAD;300
