TEMPO_ESTUDO;RENDA;UF;GENERO;IDADE;ALTURA;faixa idade;Região
2;180;MA;F;67;1,64;idoso;Nordeste
13;788;CE;F;22;1,64;Jovem adulto;Nordeste
8;1576;RJ;M;46;1,64;adulto;Sudeste
1;1400;DF;M;36;1,64;Jovem adulto;Centro-Oeste
16;10000;RN;M;53;1,64;adulto;Nordeste
12;2000;SP;F;41;1,64;Jovem adulto;Sudeste
6;3800;MG;M;61;1,64;adulto;Sudeste
7;886;AP;M;25;1,64;Jovem adulto;Norte
5;120;PI;M;35;1,64;Jovem adulto;Nordeste
6;800;AP;M;56;1,64;adulto;Norte
12;950;SE;M;32;1,64;Jovem adulto;Nordeste
12;2000;PR;M;52;1,64;adulto;Sul
16;5000;PR;M;45;1,64;adulto;Sul
12;4000;GO;M;30;1,64;Jovem adulto;Centro-Oeste
10;1400;MG;M;21;1,64;Jovem adulto;Sudeste
12;1100;CE;M;31;1,64;Jovem adulto;Nordeste
1;2000;AC;M;43;1,64;Jovem adulto;Norte
6;1500;GO;M;51;1,64;adulto;Centro-Oeste
5;800;RJ;M;41;1,64;Jovem adulto;Sudeste
13;1100;RJ;M;65;1,64;idoso;Sudeste
12;1000;PE;M;62;1,64;adulto;Nordeste
1;100;CE;M;49;1,64;adulto;Nordeste
11;500;CE;F;40;1,64;Jovem adulto;Nordeste
16;2100;SP;F;50;1,64;adulto;Sudeste
5;70;BA;M;72;1,64;idoso;Nordeste
16;3000;MS;M;42;1,64;Jovem adulto;Centro-Oeste
3;1500;SP;M;43;1,64;Jovem adulto;Sudeste
9;3500;PA;M;48;1,64;adulto;Norte
10;700;BA;M;36;1,64;Jovem adulto;Nordeste
12;3800;SC;M;42;1,64;Jovem adulto;Sul
16;11000;MG;M;34;1,64;Jovem adulto;Sudeste
16;10000;SP;F;39;1,64;Jovem adulto;Sudeste
9;900;MG;M;54;1,64;adulto;Sudeste
16;1400;BA;F;64;1,64;adulto;Nordeste
12;3000;BA;M;32;1,64;Jovem adulto;Nordeste
16;900;PR;F;38;1,64;Jovem adulto;Sul
8;2300;MG;M;48;1,64;adulto;Sudeste
16;4000;SP;M;42;1,64;Jovem adulto;Sudeste
2;788;BA;F;55;1,64;adulto;Nordeste
12;3500;GO;M;56;1,64;adulto;Centro-Oeste
12;788;PI;M;33;1,64;Jovem adulto;Nordeste
9;788;DF;F;49;1,64;adulto;Centro-Oeste
7;900;SP;F;48;1,64;adulto;Sudeste
11;800;PR;F;31;1,64;Jovem adulto;Sul
12;3000;BA;M;41;1,64;Jovem adulto;Nordeste
6;3200;SP;M;40;1,64;Jovem adulto;Sudeste
12;3000;SP;M;57;1,64;adulto;Sudeste
12;1200;SP;M;44;1,64;Jovem adulto;Sudeste
12;400;RN;M;26;1,64;Jovem adulto;Nordeste
8;500;SE;F;39;1,64;Jovem adulto;Nordeste
10;2800;MA;M;50;1,64;adulto;Nordeste
12;1600;PA;M;33;1,64;Jovem adulto;Norte
14;1800;RS;F;50;1,64;adulto;Sul
16;3000;RJ;F;54;1,64;adulto;Sudeste
16;2500;SP;M;51;1,64;adulto;Sudeste
12;90;PI;M;53;1,64;adulto;Nordeste
9;788;SE;M;37;1,64;Jovem adulto;Nordeste
8;850;PE;F;28;1,64;Jovem adulto;Nordeste
5;600;PA;M;37;1,64;Jovem adulto;Norte
9;2500;MG;M;30;1,64;Jovem adulto;Sudeste
4;2000;RS;M;65;1,64;idoso;Sul
6;1630;RS;M;52;1,64;adulto;Sul
12;788;SP;F;54;1,64;adulto;Sudeste
16;2000;PR;M;46;1,64;adulto;Sul
9;2500;SP;M;47;1,64;adulto;Sudeste
5;1000;GO;M;42;1,64;Jovem adulto;Centro-Oeste
8;950;RS;F;55;1,64;adulto;Sul
6;900;MS;F;35;1,64;Jovem adulto;Centro-Oeste
6;500;ES;F;39;1,64;Jovem adulto;Sudeste
1;100;SP;F;59;1,64;adulto;Sudeste
12;2000;BA;M;47;1,64;adulto;Nordeste
7;1200;PR;M;27;1,64;Jovem adulto;Sul
9;1500;SC;M;42;1,64;Jovem adulto;Sul
4;400;PA;F;37;1,64;Jovem adulto;Norte
4;500;TO;M;28;1,64;Jovem adulto;Norte
1;1500;SP;M;41;1,64;Jovem adulto;Sudeste
12;1950;SP;M;40;1,64;Jovem adulto;Sudeste
9;450;MG;M;30;1,64;Jovem adulto;Sudeste
9;1200;RS;M;53;1,64;adulto;Sul
6;400;PR;M;45;1,64;adulto;Sul
16;300;TO;F;46;1,64;adulto;Norte
9;1000;BA;M;56;1,64;adulto;Nordeste
6;1300;MG;M;23;1,64;Jovem adulto;Sudeste
1;1500;AP;M;37;1,64;Jovem adulto;Norte
17;3000;SC;M;47;1,64;adulto;Sul
5;500;AP;M;59;1,64;adulto;Norte
3;200;PB;M;64;1,64;adulto;Nordeste
12;2000;SP;F;25;1,64;Jovem adulto;Sudeste
12;2000;RJ;F;51;1,64;adulto;Sudeste
9;1086;RS;M;33;1,64;Jovem adulto;Sul
5;300;BA;M;44;1,64;Jovem adulto;Nordeste
12;1700;MG;F;31;1,64;Jovem adulto;Sudeste
2;500;CE;M;70;1,64;idoso;Nordeste
10;60000;MG;M;79;1,64;idoso;Sudeste
12;1400;SP;M;26;1,64;Jovem adulto;Sudeste
4;100;SP;M;68;1,64;idoso;Sudeste
16;4500;SP;F;40;1,64;Jovem adulto;Sudeste
5;788;PI;F;41;1,64;Jovem adulto;Nordeste
16;1200;AC;F;39;1,64;Jovem adulto;Norte
8;1000;MS;F;37;1,64;Jovem adulto;Centro-Oeste
16;4000;SC;M;30;1,64;Jovem adulto;Sul
16;5000;PE;F;30;1,64;Jovem adulto;Nordeste
12;1700;MT;M;24;1,64;Jovem adulto;Centro-Oeste
1;1499;PR;F;49;1,64;adulto;Sul
12;1000;BA;F;41;1,64;Jovem adulto;Nordeste
12;6500;SP;M;31;1,64;Jovem adulto;Sudeste
5;1500;MG;M;51;1,64;adulto;Sudeste
9;1400;RJ;M;58;1,64;adulto;Sudeste
16;6000;MG;M;49;1,64;adulto;Sudeste
3;220;MA;M;63;1,64;adulto;Nordeste
12;1580;PR;M;30;1,64;Jovem adulto;Sul
16;4000;PR;F;51;1,64;adulto;Sul
4;788;MG;F;45;1,64;adulto;Sudeste
16;8000;CE;F;32;1,64;Jovem adulto;Nordeste
12;2500;PR;M;31;1,64;Jovem adulto;Sul
14;2000;PR;M;44;1,64;Jovem adulto;Sul
2;1250;CE;M;34;1,64;Jovem adulto;Nordeste
8;1200;AP;F;53;1,64;adulto;Norte
1;500;SP;M;66;1,64;idoso;Sudeste
12;788;DF;F;29;1,64;Jovem adulto;Centro-Oeste
11;2000;RJ;M;48;1,64;adulto;Sudeste
12;1000;SP;M;51;1,64;adulto;Sudeste
11;3300;PR;M;55;1,64;adulto;Sul
11;2000;TO;M;52;1,64;adulto;Norte
5;1000;RS;M;36;1,64;Jovem adulto;Sul
9;900;PA;F;29;1,64;Jovem adulto;Norte
16;750;SC;F;51;1,64;adulto;Sul
12;900;RJ;M;52;1,64;adulto;Sudeste
6;800;PI;M;48;1,64;adulto;Nordeste
12;1200;RO;M;48;1,64;adulto;Norte
12;50;AL;F;27;1,64;Jovem adulto;Nordeste
9;1100;MG;M;52;1,64;adulto;Sudeste
4;1200;GO;M;42;1,64;Jovem adulto;Centro-Oeste
14;3400;MS;M;34;1,64;Jovem adulto;Centro-Oeste
12;788;AP;F;52;1,64;adulto;Norte
16;1100;RS;M;34;1,64;Jovem adulto;Sul
1;800;BA;M;28;1,64;Jovem adulto;Nordeste
16;5068;MG;M;37;1,64;Jovem adulto;Sudeste
2;790;RJ;M;35;1,64;Jovem adulto;Sudeste
16;1000;SP;M;51;1,64;adulto;Sudeste
6;1500;AL;M;35;1,64;Jovem adulto;Nordeste
13;1700;RS;M;60;1,64;adulto;Sul
12;400;BA;F;34;1,64;Jovem adulto;Nordeste
9;600;CE;M;28;1,64;Jovem adulto;Nordeste
16;3000;RO;M;34;1,64;Jovem adulto;Norte
14;788;RJ;F;44;1,64;Jovem adulto;Sudeste
10;1800;PA;M;40;1,64;Jovem adulto;Norte
12;788;MA;M;43;1,64;Jovem adulto;Nordeste
10;1100;SP;F;23;1,64;Jovem adulto;Sudeste
15;400;PR;F;21;1,64;Jovem adulto;Sul
1;788;SE;M;55;1,64;adulto;Nordeste
5;3200;PR;M;55;1,64;adulto;Sul
12;300;RN;F;54;1,64;adulto;Nordeste
10;788;TO;M;19;1,64;Jovem adulto;Norte
13;1383;PE;F;23;1,65;Jovem adulto;Nordeste
12;1600;PA;M;28;1,65;Jovem adulto;Norte
9;1400;MG;M;28;1,65;Jovem adulto;Sudeste
9;900;MG;F;65;1,65;idoso;Sudeste
7;788;PA;F;35;1,65;Jovem adulto;Norte
9;1000;SE;M;27;1,65;Jovem adulto;Nordeste
5;2300;MG;M;54;1,65;adulto;Sudeste
1;2000;PA;M;54;1,65;adulto;Norte
10;788;MS;M;64;1,65;adulto;Centro-Oeste
7;900;RR;M;47;1,65;adulto;Norte
12;2000;RS;M;41;1,65;Jovem adulto;Sul
5;788;PA;M;35;1,65;Jovem adulto;Norte
13;1400;DF;F;36;1,65;Jovem adulto;Centro-Oeste
5;200;SP;F;36;1,65;Jovem adulto;Sudeste
12;4000;SP;M;37;1,65;Jovem adulto;Sudeste
12;2500;ES;M;45;1,65;adulto;Sudeste
9;788;PE;M;30;1,65;Jovem adulto;Nordeste
16;1200;PR;M;54;1,65;adulto;Sul
1;400;RN;M;57;1,65;adulto;Nordeste
12;788;AP;M;35;1,65;Jovem adulto;Norte
16;3500;ES;M;30;1,65;Jovem adulto;Sudeste
16;2000;MS;M;33;1,65;Jovem adulto;Centro-Oeste
5;788;BA;M;38;1,65;Jovem adulto;Nordeste
1;240;CE;M;45;1,65;adulto;Nordeste
5;1200;MG;M;59;1,65;adulto;Sudeste
12;400;CE;M;36;1,65;Jovem adulto;Nordeste
5;1500;AP;M;50;1,65;adulto;Norte
16;1700;TO;M;36;1,65;Jovem adulto;Norte
11;900;TO;M;35;1,65;Jovem adulto;Norte
12;3200;SC;M;39;1,65;Jovem adulto;Sul
16;2400;AC;F;43;1,65;Jovem adulto;Norte
16;800;CE;F;43;1,65;Jovem adulto;Nordeste
1;300;AL;M;62;1,65;adulto;Nordeste
9;2350;PA;M;57;1,65;adulto;Norte
12;1500;MG;M;50;1,65;adulto;Sudeste
5;300;PB;M;39;1,65;Jovem adulto;Nordeste
9;1100;RJ;M;37;1,65;Jovem adulto;Sudeste
16;1000;CE;F;52;1,65;adulto;Nordeste
8;2000;MG;M;53;1,65;adulto;Sudeste
16;9000;AL;M;35;1,65;Jovem adulto;Nordeste
12;1700;MG;M;60;1,65;adulto;Sudeste
1;200;AC;F;50;1,65;adulto;Norte
4;2000;GO;M;59;1,65;adulto;Centro-Oeste
12;839;GO;F;38;1,65;Jovem adulto;Centro-Oeste
14;3000;ES;M;29;1,65;Jovem adulto;Sudeste
9;5000;RS;M;37;1,65;Jovem adulto;Sul
1;800;CE;M;54;1,65;adulto;Nordeste
12;1000;PE;F;34;1,65;Jovem adulto;Nordeste
12;840;RJ;F;54;1,65;adulto;Sudeste
16;1200;PE;M;48;1,65;adulto;Nordeste
12;1200;RS;F;37;1,65;Jovem adulto;Sul
5;140;CE;F;53;1,65;adulto;Nordeste
6;240;MT;F;42;1,65;Jovem adulto;Centro-Oeste
12;1200;MG;M;46;1,65;adulto;Sudeste
16;2170;MG;M;24;1,65;Jovem adulto;Sudeste
5;1500;RS;M;48;1,65;adulto;Sul
12;400;BA;M;20;1,65;Jovem adulto;Nordeste
12;880;RS;F;56;1,65;adulto;Sul
7;900;BA;M;44;1,65;Jovem adulto;Nordeste
12;4500;MG;M;36;1,65;Jovem adulto;Sudeste
12;788;MG;M;48;1,65;adulto;Sudeste
4;1200;MG;M;70;1,65;idoso;Sudeste
2;30000;PA;M;69;1,65;idoso;Norte
6;650;CE;F;56;1,65;adulto;Nordeste
16;5500;SP;M;33;1,65;Jovem adulto;Sudeste
6;4000;SP;M;34;1,65;Jovem adulto;Sudeste
9;160;PB;F;33;1,65;Jovem adulto;Nordeste
13;1500;RS;M;31;1,65;Jovem adulto;Sul
16;8300;DF;F;49;1,65;adulto;Centro-Oeste
9;1750;PA;M;33;1,65;Jovem adulto;Norte
5;1500;PE;M;55;1,65;adulto;Nordeste
4;2600;RO;M;54;1,65;adulto;Norte
12;1200;SP;M;35;1,65;Jovem adulto;Sudeste
12;1000;BA;F;45;1,65;adulto;Nordeste
12;2300;SP;M;29;1,65;Jovem adulto;Sudeste
16;17000;AP;M;63;1,65;adulto;Norte
7;1200;RS;F;36;1,65;Jovem adulto;Sul
6;600;MG;M;38;1,65;Jovem adulto;Sudeste
12;1500;DF;M;57;1,65;adulto;Centro-Oeste
12;400;DF;F;53;1,65;adulto;Centro-Oeste
12;788;MG;F;23;1,65;Jovem adulto;Sudeste
12;600;SP;F;46;1,65;adulto;Sudeste
4;4500;SP;M;40;1,65;Jovem adulto;Sudeste
14;700;MA;F;35;1,65;Jovem adulto;Nordeste
12;1000;AP;F;37;1,65;Jovem adulto;Norte
9;788;MG;F;47;1,65;adulto;Sudeste
12;2000;RJ;M;50;1,65;adulto;Sudeste
5;300;SC;M;30;1,65;Jovem adulto;Sul
5;2800;MG;M;44;1,65;Jovem adulto;Sudeste
12;1800;PR;F;31;1,65;Jovem adulto;Sul
16;3000;RS;M;32;1,65;Jovem adulto;Sul
14;5500;PR;M;35;1,65;Jovem adulto;Sul
16;5000;SP;F;56;1,65;adulto;Sudeste
16;20000;TO;M;31;1,65;Jovem adulto;Norte
12;1200;MG;M;29;1,65;Jovem adulto;Sudeste
5;1200;MG;M;52;1,65;adulto;Sudeste
16;12500;MG;M;50;1,65;adulto;Sudeste
3;800;PA;M;41;1,65;Jovem adulto;Norte
9;1000;SP;F;50;1,65;adulto;Sudeste
1;450;PE;F;62;1,65;adulto;Nordeste
2;2000;PR;M;63;1,65;adulto;Sul
11;1300;RJ;M;33;1,65;Jovem adulto;Sudeste
6;450;AP;M;61;1,65;adulto;Norte
13;2800;RS;M;44;1,65;Jovem adulto;Sul
8;200;SP;F;63;1,65;adulto;Sudeste
12;1000;GO;F;30;1,65;Jovem adulto;Centro-Oeste
9;4000;SP;M;60;1,65;adulto;Sudeste
5;1200;PI;M;53;1,65;adulto;Nordeste
13;1200;MT;M;26;1,65;Jovem adulto;Centro-Oeste
15;1500;AL;F;37;1,65;Jovem adulto;Nordeste
4;1000;AC;M;60;1,65;adulto;Norte
3;800;SP;F;35;1,65;Jovem adulto;Sudeste
12;1500;SP;M;32;1,65;Jovem adulto;Sudeste
12;3800;RO;M;41;1,65;Jovem adulto;Norte
3;1000;MS;M;51;1,65;adulto;Centro-Oeste
12;788;PA;M;44;1,65;Jovem adulto;Norte
12;1300;PI;M;37;1,65;Jovem adulto;Nordeste
12;1000;RS;M;35;1,65;Jovem adulto;Sul
12;788;MG;M;28;1,65;Jovem adulto;Sudeste
12;788;MG;F;50;1,65;adulto;Sudeste
16;16000;DF;F;40;1,65;Jovem adulto;Centro-Oeste
16;1480;PE;F;52;1,65;adulto;Nordeste
16;3152;PA;F;53;1,65;adulto;Norte
12;2000;RJ;M;41;1,65;Jovem adulto;Sudeste
16;10000;MG;F;47;1,65;adulto;Sudeste
15;2000;RS;M;48;1,65;adulto;Sul
3;1000;PR;M;43;1,65;Jovem adulto;Sul
16;9000;GO;F;64;1,65;adulto;Centro-Oeste
11;788;MG;M;36;1,65;Jovem adulto;Sudeste
9;1500;TO;F;34;1,65;Jovem adulto;Norte
12;1200;PR;F;53;1,65;adulto;Sul
8;2000;MG;M;46;1,65;adulto;Sudeste
7;980;PR;M;31;1,65;Jovem adulto;Sul
12;2300;SP;F;58;1,65;adulto;Sudeste
5;1500;GO;M;59;1,65;adulto;Centro-Oeste
4;788;MG;M;54;1,65;adulto;Sudeste
11;280;TO;F;45;1,65;adulto;Norte
5;800;RS;M;48;1,65;adulto;Sul
16;10000;SC;F;35;1,65;Jovem adulto;Sul
5;1000;MG;M;65;1,65;idoso;Sudeste
3;1000;ES;M;58;1,65;adulto;Sudeste
7;200;BA;F;43;1,65;Jovem adulto;Nordeste
16;3500;PB;M;47;1,65;adulto;Nordeste
13;2000;GO;M;45;1,65;adulto;Centro-Oeste
16;10000;RS;M;26;1,65;Jovem adulto;Sul
5;788;RS;F;47;1,65;adulto;Sul
15;1800;AC;M;32;1,65;Jovem adulto;Norte
7;900;RO;M;34;1,65;Jovem adulto;Norte
12;400;PA;M;36;1,65;Jovem adulto;Norte
12;1200;PR;F;38;1,65;Jovem adulto;Sul
1;788;MG;M;63;1,65;adulto;Sudeste
4;1500;RS;M;32;1,65;Jovem adulto;Sul
1;1000;RS;M;32;1,65;Jovem adulto;Sul
2;360;BA;M;38;1,65;Jovem adulto;Nordeste
2;900;RJ;F;54;1,65;adulto;Sudeste
16;12000;MS;M;35;1,65;Jovem adulto;Centro-Oeste
5;300;MA;F;52;1,65;adulto;Nordeste
1;500;BA;M;52;1,65;adulto;Nordeste
9;1100;GO;M;58;1,65;adulto;Centro-Oeste
12;1200;SE;M;36;1,65;Jovem adulto;Nordeste
16;10000;MG;M;44;1,65;Jovem adulto;Sudeste
3;788;MT;M;58;1,65;adulto;Centro-Oeste
12;2200;RS;M;38;1,65;Jovem adulto;Sul
16;8000;PE;M;48;1,65;adulto;Nordeste
16;6000;PB;M;34;1,65;Jovem adulto;Nordeste
12;1300;RJ;M;32;1,65;Jovem adulto;Sudeste
7;1200;SE;M;45;1,65;adulto;Nordeste
9;850;RJ;M;35;1,65;Jovem adulto;Sudeste
12;1550;SP;M;42;1,65;Jovem adulto;Sudeste
16;1000;AP;F;23;1,65;Jovem adulto;Norte
5;1105;SC;F;45;1,65;adulto;Sul
12;3000;SP;M;46;1,65;adulto;Sudeste
1;1000;ES;M;31;1,65;Jovem adulto;Sudeste
10;1700;RS;M;41;1,65;Jovem adulto;Sul
11;1136;BA;M;42;1,65;Jovem adulto;Nordeste
9;1589;RJ;F;59;1,65;adulto;Sudeste
11;788;GO;F;53;1,65;adulto;Centro-Oeste
9;1300;RO;M;20;1,65;Jovem adulto;Norte
10;900;SE;M;34;1,65;Jovem adulto;Nordeste
12;2400;RJ;M;33;1,65;Jovem adulto;Sudeste
5;300;SE;M;65;1,65;idoso;Nordeste
6;1500;SP;M;62;1,65;adulto;Sudeste
6;600;MG;F;48;1,65;adulto;Sudeste
12;4000;MG;F;29;1,65;Jovem adulto;Sudeste
9;3500;CE;M;31;1,65;Jovem adulto;Nordeste
12;900;PA;F;46;1,65;adulto;Norte
12;1950;MG;M;56;1,65;adulto;Sudeste
5;800;MG;M;58;1,65;adulto;Sudeste
12;500;PA;F;37;1,65;Jovem adulto;Norte
15;2000;AP;M;58;1,65;adulto;Norte
2;3000;RJ;M;76;1,65;idoso;Sudeste
1;300;BA;M;48;1,65;adulto;Nordeste
12;2100;SP;M;42;1,65;Jovem adulto;Sudeste
15;12000;DF;M;59;1,65;adulto;Centro-Oeste
16;10000;SP;F;47;1,65;adulto;Sudeste
1;788;CE;M;55;1,65;adulto;Nordeste
12;1400;SC;F;28;1,65;Jovem adulto;Sul
11;2300;AP;M;39;1,65;Jovem adulto;Norte
6;1200;SP;M;55;1,65;adulto;Sudeste
16;3000;BA;M;30;1,65;Jovem adulto;Nordeste
12;3000;AP;M;32;1,65;Jovem adulto;Norte
12;2000;RO;F;51;1,65;adulto;Norte
16;1500;RS;M;48;1,65;adulto;Sul
5;2200;GO;M;65;1,65;idoso;Centro-Oeste
6;600;AP;M;32;1,65;Jovem adulto;Norte
16;1000;RS;M;45;1,65;adulto;Sul
12;1100;BA;F;41;1,65;Jovem adulto;Nordeste
13;1400;PR;M;25;1,65;Jovem adulto;Sul
4;1000;RO;M;35;1,65;Jovem adulto;Norte
9;250;MT;F;34;1,65;Jovem adulto;Centro-Oeste
9;150;CE;F;31;1,65;Jovem adulto;Nordeste
13;900;AP;F;45;1,65;adulto;Norte
12;788;BA;F;37;1,65;Jovem adulto;Nordeste
11;1200;SP;M;59;1,65;adulto;Sudeste
7;500;PE;M;28;1,65;Jovem adulto;Nordeste
17;1140;SP;M;50;1,65;adulto;Sudeste
5;1000;MG;M;47;1,65;adulto;Sudeste
16;5000;BA;F;63;1,65;adulto;Nordeste
12;3500;GO;M;41;1,65;Jovem adulto;Centro-Oeste
9;1400;MG;M;28;1,65;Jovem adulto;Sudeste
7;500;SP;M;54;1,65;adulto;Sudeste
6;1576;MG;M;39;1,65;Jovem adulto;Sudeste
12;1200;AP;F;30;1,65;Jovem adulto;Norte
12;1500;RJ;F;55;1,65;adulto;Sudeste
6;600;AP;M;26;1,65;Jovem adulto;Norte
3;4000;MS;F;39;1,65;Jovem adulto;Centro-Oeste
9;1000;PA;M;26;1,65;Jovem adulto;Norte
12;2000;SP;M;40;1,65;Jovem adulto;Sudeste
12;1800;SC;M;32;1,65;Jovem adulto;Sul
5;1180;MS;M;30;1,65;Jovem adulto;Centro-Oeste
12;1000;SC;M;30;1,65;Jovem adulto;Sul
12;1500;MG;M;52;1,65;adulto;Sudeste
9;2400;MG;M;56;1,65;adulto;Sudeste
1;1000;PA;M;60;1,65;adulto;Norte
16;5000;GO;M;51;1,65;adulto;Centro-Oeste
8;1300;SP;F;33;1,65;Jovem adulto;Sudeste
12;3000;PI;M;53;1,65;adulto;Nordeste
8;920;SP;M;53;1,65;adulto;Sudeste
12;1017;CE;M;44;1,65;Jovem adulto;Nordeste
1;450;CE;M;65;1,65;idoso;Nordeste
16;3300;SP;M;32;1,65;Jovem adulto;Sudeste
6;880;CE;F;59;1,65;adulto;Nordeste
6;800;CE;F;56;1,65;adulto;Nordeste
12;2000;RJ;F;36;1,65;Jovem adulto;Sudeste
12;1800;SP;F;61;1,65;adulto;Sudeste
3;940;PB;M;46;1,65;adulto;Nordeste
6;840;MG;F;39;1,65;Jovem adulto;Sudeste
12;1150;RS;M;41;1,65;Jovem adulto;Sul
5;800;RO;M;34;1,65;Jovem adulto;Norte
16;10000;SP;F;35;1,65;Jovem adulto;Sudeste
11;1500;ES;M;65;1,65;idoso;Sudeste
12;1268;SP;M;41;1,65;Jovem adulto;Sudeste
9;500;MG;M;54;1,65;adulto;Sudeste
9;1700;RS;M;43;1,65;Jovem adulto;Sul
16;789;MT;F;36;1,65;Jovem adulto;Centro-Oeste
10;1140;PR;M;23;1,65;Jovem adulto;Sul
12;4000;PE;M;30;1,65;Jovem adulto;Nordeste
16;7000;MG;M;44;1,65;Jovem adulto;Sudeste
12;3000;PA;M;54;1,65;adulto;Norte
12;9600;MA;M;51;1,65;adulto;Nordeste
16;5000;MT;F;48;1,65;adulto;Centro-Oeste
10;1050;SP;M;29;1,65;Jovem adulto;Sudeste
9;1400;AC;M;39;1,65;Jovem adulto;Norte
12;1000;MG;M;23;1,65;Jovem adulto;Sudeste
12;2500;AP;M;38;1,65;Jovem adulto;Norte
12;1000;BA;M;25;1,65;Jovem adulto;Nordeste
12;1200;AP;M;50;1,65;adulto;Norte
12;1500;MS;F;22;1,65;Jovem adulto;Centro-Oeste
2;560;SE;M;38;1,65;Jovem adulto;Nordeste
10;1618;BA;M;54;1,65;adulto;Nordeste
12;250;PA;F;53;1,65;adulto;Norte
9;788;SP;F;52;1,65;adulto;Sudeste
5;1500;PE;M;61;1,65;adulto;Nordeste
9;2200;SP;M;55;1,65;adulto;Sudeste
11;788;MG;M;26;1,65;Jovem adulto;Sudeste
10;800;RR;M;39;1,65;Jovem adulto;Norte
