TEMPO_ESTUDO;RENDA;UF;GENERO;IDADE;ALTURA;faixa idade;Região
15;2000;MT;F;32;1,68;Jovem adulto;Centro-Oeste
12;1200;PA;F;30;1,68;Jovem adulto;Norte
12;2000;BA;M;37;1,68;Jovem adulto;Nordeste
16;7000;MG;M;38;1,68;Jovem adulto;Sudeste
10;1400;SP;M;31;1,68;Jovem adulto;Sudeste
12;1200;MG;F;40;1,68;Jovem adulto;Sudeste
16;4800;PA;M;39;1,68;Jovem adulto;Norte
1;900;SC;M;51;1,68;adulto;Sul
14;2190;BA;F;50;1,68;adulto;Nordeste
16;4000;SP;F;49;1,68;adulto;Sudeste
12;788;PE;M;32;1,68;Jovem adulto;Nordeste
5;1500;MG;M;33;1,68;Jovem adulto;Sudeste
12;1500;AP;M;41;1,68;Jovem adulto;Norte
17;950;CE;F;46;1,68;adulto;Nordeste
4;500;MG;F;40;1,68;Jovem adulto;Sudeste
16;5000;RS;F;62;1,68;adulto;Sul
12;550;PR;F;34;1,68;Jovem adulto;Sul
16;10000;SP;M;41;1,68;Jovem adulto;Sudeste
5;1100;ES;M;45;1,68;adulto;Sudeste
1;300;AC;M;57;1,68;adulto;Norte
2;600;AL;M;47;1,68;adulto;Nordeste
2;1200;RN;M;28;1,68;Jovem adulto;Nordeste
1;100;PI;M;33;1,68;Jovem adulto;Nordeste
2;788;RJ;M;39;1,68;Jovem adulto;Sudeste
16;4800;RS;F;28;1,68;Jovem adulto;Sul
5;780;PI;F;50;1,68;adulto;Nordeste
12;1000;RN;M;23;1,68;Jovem adulto;Nordeste
9;1500;PA;M;29;1,68;Jovem adulto;Norte
12;8000;DF;M;62;1,68;adulto;Centro-Oeste
16;5000;SC;M;45;1,68;adulto;Sul
2;800;PA;M;44;1,68;Jovem adulto;Norte
12;980;PA;M;40;1,68;Jovem adulto;Norte
9;1200;BA;M;34;1,68;Jovem adulto;Nordeste
15;3000;SP;M;33;1,68;Jovem adulto;Sudeste
12;1000;MT;M;27;1,68;Jovem adulto;Centro-Oeste
16;600;PI;M;53;1,68;adulto;Nordeste
12;6000;SP;M;48;1,68;adulto;Sudeste
13;900;CE;M;31;1,68;Jovem adulto;Nordeste
16;800;PE;F;34;1,68;Jovem adulto;Nordeste
15;12000;DF;F;53;1,68;adulto;Centro-Oeste
4;1500;BA;M;62;1,68;adulto;Nordeste
5;850;SP;M;68;1,68;idoso;Sudeste
8;788;MG;M;33;1,68;Jovem adulto;Sudeste
11;1200;BA;F;51;1,68;adulto;Nordeste
5;350;RS;M;48;1,68;adulto;Sul
12;1800;PR;M;44;1,68;Jovem adulto;Sul
14;4000;MG;M;36;1,68;Jovem adulto;Sudeste
13;2300;RJ;M;43;1,68;Jovem adulto;Sudeste
1;50;PI;M;62;1,68;adulto;Nordeste
5;1500;RS;M;54;1,68;adulto;Sul
8;850;SE;M;39;1,68;Jovem adulto;Nordeste
8;200;MS;F;23;1,68;Jovem adulto;Centro-Oeste
5;700;BA;M;48;1,68;adulto;Nordeste
4;320;MG;F;42;1,68;Jovem adulto;Sudeste
12;200;CE;M;30;1,68;Jovem adulto;Nordeste
16;7000;PE;M;44;1,68;Jovem adulto;Nordeste
16;6000;PE;M;67;1,68;idoso;Nordeste
5;700;SP;F;60;1,68;adulto;Sudeste
1;400;BA;M;56;1,68;adulto;Nordeste
9;900;RO;F;49;1,68;adulto;Norte
16;2866;SE;F;39;1,68;Jovem adulto;Nordeste
16;20000;RJ;M;49;1,68;adulto;Sudeste
10;788;CE;M;25;1,68;Jovem adulto;Nordeste
3;900;GO;F;55;1,68;adulto;Centro-Oeste
1;360;CE;M;49;1,68;adulto;Nordeste
9;4800;RJ;M;52;1,68;adulto;Sudeste
16;788;RJ;F;53;1,68;adulto;Sudeste
16;3500;GO;M;50;1,68;adulto;Centro-Oeste
4;1110;GO;M;67;1,68;idoso;Centro-Oeste
6;750;PE;M;38;1,68;Jovem adulto;Nordeste
12;800;SE;M;49;1,68;adulto;Nordeste
12;960;BA;M;28;1,68;Jovem adulto;Nordeste
11;1000;SP;F;56;1,68;adulto;Sudeste
11;788;CE;F;25;1,68;Jovem adulto;Nordeste
13;2000;MG;M;27;1,68;Jovem adulto;Sudeste
9;2600;PR;M;30;1,68;Jovem adulto;Sul
3;600;BA;M;48;1,68;adulto;Nordeste
6;1500;RS;M;59;1,68;adulto;Sul
11;1000;RJ;F;50;1,68;adulto;Sudeste
12;3000;ES;M;36;1,68;Jovem adulto;Sudeste
6;1600;SP;M;35;1,68;Jovem adulto;Sudeste
9;3000;RJ;M;41;1,68;Jovem adulto;Sudeste
8;600;GO;F;46;1,68;adulto;Centro-Oeste
16;3500;RN;M;57;1,68;adulto;Nordeste
13;4000;SC;M;46;1,68;adulto;Sul
6;400;PE;F;46;1,68;adulto;Nordeste
1;600;PR;F;61;1,68;adulto;Sul
16;3000;PA;M;47;1,68;adulto;Norte
13;4500;SC;M;41;1,68;Jovem adulto;Sul
15;1440;GO;M;28;1,68;Jovem adulto;Centro-Oeste
8;1576;MA;M;42;1,68;Jovem adulto;Nordeste
12;1800;MG;F;53;1,68;adulto;Sudeste
1;1182;RO;M;69;1,68;idoso;Norte
12;3000;GO;M;63;1,68;adulto;Centro-Oeste
12;2300;RR;F;48;1,68;adulto;Norte
12;150;BA;F;35;1,68;Jovem adulto;Nordeste
1;300;MG;M;80;1,68;idoso;Sudeste
12;960;RS;F;41;1,68;Jovem adulto;Sul
12;1000;RJ;M;33;1,68;Jovem adulto;Sudeste
5;1600;SP;M;28;1,68;Jovem adulto;Sudeste
9;2500;SP;M;28;1,68;Jovem adulto;Sudeste
5;2500;SP;M;60;1,68;adulto;Sudeste
5;350;CE;F;42;1,68;Jovem adulto;Nordeste
5;84;PA;M;37;1,68;Jovem adulto;Norte
12;2600;SP;M;61;1,68;adulto;Sudeste
9;700;PR;F;37;1,68;Jovem adulto;Sul
8;1500;MS;M;27;1,68;Jovem adulto;Centro-Oeste
1;1500;SP;F;62;1,68;adulto;Sudeste
12;5516;BA;M;48;1,68;adulto;Nordeste
8;400;SE;M;51;1,68;adulto;Nordeste
14;1200;SE;M;49;1,68;adulto;Nordeste
4;788;AP;F;47;1,68;adulto;Norte
8;788;BA;M;56;1,68;adulto;Nordeste
1;1200;ES;M;78;1,68;idoso;Sudeste
6;600;RS;F;52;1,68;adulto;Sul
10;1000;RS;F;23;1,68;Jovem adulto;Sul
15;5000;SP;F;62;1,68;adulto;Sudeste
11;1000;RS;M;23;1,68;Jovem adulto;Sul
7;1260;RO;M;48;1,68;adulto;Norte
1;60;MA;M;61;1,68;adulto;Nordeste
2;788;BA;F;57;1,68;adulto;Nordeste
11;1179;MS;F;43;1,68;Jovem adulto;Centro-Oeste
12;1500;SC;F;38;1,68;Jovem adulto;Sul
5;1500;MT;M;46;1,68;adulto;Centro-Oeste
10;2200;PE;M;40;1,68;Jovem adulto;Nordeste
12;3400;MS;M;34;1,68;Jovem adulto;Centro-Oeste
9;1300;AL;M;42;1,68;Jovem adulto;Nordeste
9;2364;PR;M;60;1,68;adulto;Sul
9;900;RS;M;35;1,68;Jovem adulto;Sul
6;800;PA;M;44;1,68;Jovem adulto;Norte
9;1500;PR;M;51;1,68;adulto;Sul
5;600;PR;F;43;1,68;Jovem adulto;Sul
12;900;PA;M;26;1,68;Jovem adulto;Norte
9;1200;RS;M;24;1,68;Jovem adulto;Sul
1;1200;BA;M;57;1,68;adulto;Nordeste
16;6500;DF;M;30;1,68;Jovem adulto;Centro-Oeste
12;2500;RS;M;32;1,68;Jovem adulto;Sul
12;4000;PE;F;49;1,68;adulto;Nordeste
16;5000;AL;M;46;1,68;adulto;Nordeste
12;880;PE;F;42;1,68;Jovem adulto;Nordeste
1;788;PE;M;28;1,68;Jovem adulto;Nordeste
16;18000;RJ;M;59;1,68;adulto;Sudeste
6;200;SC;M;64;1,68;adulto;Sul
16;2300;SP;F;48;1,68;adulto;Sudeste
9;1500;RS;M;38;1,68;Jovem adulto;Sul
12;5000;CE;M;32;1,68;Jovem adulto;Nordeste
9;500;RS;F;61;1,68;adulto;Sul
16;800;PR;F;53;1,68;adulto;Sul
12;5000;PA;F;54;1,68;adulto;Norte
6;1700;DF;M;48;1,68;adulto;Centro-Oeste
9;1200;RN;F;33;1,68;Jovem adulto;Nordeste
16;8600;DF;M;29;1,68;Jovem adulto;Centro-Oeste
11;70;MG;F;49;1,68;adulto;Sudeste
16;7500;DF;F;42;1,68;Jovem adulto;Centro-Oeste
5;788;MG;F;53;1,68;adulto;Sudeste
15;2200;PR;M;49;1,68;adulto;Sul
1;600;MG;F;70;1,68;idoso;Sudeste
11;1200;RJ;F;55;1,68;adulto;Sudeste
7;1200;DF;F;64;1,68;adulto;Centro-Oeste
1;788;AP;M;33;1,68;Jovem adulto;Norte
12;1400;RJ;F;55;1,68;adulto;Sudeste
1;400;MG;M;73;1,68;idoso;Sudeste
16;3500;MG;M;61;1,68;adulto;Sudeste
5;1032;PR;M;40;1,68;Jovem adulto;Sul
16;9000;SP;M;33;1,68;Jovem adulto;Sudeste
8;800;BA;M;56;1,68;adulto;Nordeste
12;1100;PA;F;48;1,68;adulto;Norte
14;1500;RJ;M;20;1,68;Jovem adulto;Sudeste
16;1600;SP;M;36;1,68;Jovem adulto;Sudeste
5;1300;PR;M;49;1,68;adulto;Sul
8;788;CE;M;52;1,68;adulto;Nordeste
5;600;CE;M;34;1,68;Jovem adulto;Nordeste
12;1100;AP;F;32;1,68;Jovem adulto;Norte
13;2000;MT;M;31;1,68;Jovem adulto;Centro-Oeste
12;908;SP;M;49;1,68;adulto;Sudeste
1;1000;RS;F;36;1,68;Jovem adulto;Sul
9;788;CE;F;36;1,68;Jovem adulto;Nordeste
8;100;AL;F;20;1,68;Jovem adulto;Nordeste
8;1000;PA;F;40;1,68;Jovem adulto;Norte
11;2500;RS;M;49;1,68;adulto;Sul
16;1800;MT;F;35;1,68;Jovem adulto;Centro-Oeste
1;120;RN;M;51;1,68;adulto;Nordeste
9;1600;PR;M;62;1,68;adulto;Sul
9;500;MT;F;59;1,68;adulto;Centro-Oeste
6;1100;MG;M;37;1,68;Jovem adulto;Sudeste
12;1000;SP;F;23;1,68;Jovem adulto;Sudeste
1;788;BA;M;35;1,68;Jovem adulto;Nordeste
16;500;PA;F;58;1,68;adulto;Norte
12;1800;SP;M;26;1,68;Jovem adulto;Sudeste
3;2000;MG;M;59;1,68;adulto;Sudeste
9;1000;SP;F;40;1,68;Jovem adulto;Sudeste
8;480;PA;F;47;1,68;adulto;Norte
12;1600;SC;F;35;1,68;Jovem adulto;Sul
11;2700;GO;M;31;1,68;Jovem adulto;Centro-Oeste
4;1800;MG;M;62;1,68;adulto;Sudeste
9;1100;RS;F;35;1,68;Jovem adulto;Sul
12;1500;AP;M;32;1,68;Jovem adulto;Norte
12;100;CE;F;35;1,68;Jovem adulto;Nordeste
12;1100;AP;F;37;1,68;Jovem adulto;Norte
4;200;MG;F;31;1,68;Jovem adulto;Sudeste
15;2700;PR;M;29;1,68;Jovem adulto;Sul
12;1576;PA;M;49;1,68;adulto;Norte
9;1750;MG;M;43;1,68;Jovem adulto;Sudeste
13;5500;PR;M;68;1,68;idoso;Sul
12;1700;PA;M;32;1,68;Jovem adulto;Norte
16;3000;MG;M;34;1,68;Jovem adulto;Sudeste
12;788;AP;M;55;1,68;adulto;Norte
12;788;CE;M;20;1,68;Jovem adulto;Nordeste
9;1600;ES;M;31;1,68;Jovem adulto;Sudeste
16;788;MG;F;44;1,68;Jovem adulto;Sudeste
9;600;GO;F;61;1,68;adulto;Centro-Oeste
12;1200;RJ;M;34;1,68;Jovem adulto;Sudeste
9;5000;GO;M;46;1,68;adulto;Centro-Oeste
16;3000;RN;M;30;1,68;Jovem adulto;Nordeste
15;2500;SP;F;65;1,68;idoso;Sudeste
11;2500;PE;M;57;1,68;adulto;Nordeste
4;1800;SP;M;39;1,68;Jovem adulto;Sudeste
9;1000;RJ;F;40;1,68;Jovem adulto;Sudeste
10;400;PE;M;28;1,68;Jovem adulto;Nordeste
7;1500;DF;F;37;1,68;Jovem adulto;Centro-Oeste
8;2500;RN;M;47;1,68;adulto;Nordeste
12;1576;RN;F;33;1,68;Jovem adulto;Nordeste
4;1509;SP;M;49;1,68;adulto;Sudeste
12;3000;SP;M;47;1,68;adulto;Sudeste
15;3300;MG;M;39;1,68;Jovem adulto;Sudeste
9;5000;RS;M;36;1,68;Jovem adulto;Sul
4;350;TO;M;57;1,68;adulto;Norte
12;916;MA;M;33;1,68;Jovem adulto;Nordeste
1;200;PI;M;57;1,68;adulto;Nordeste
9;1200;PR;F;45;1,68;adulto;Sul
12;788;SE;F;27;1,68;Jovem adulto;Nordeste
16;18000;RS;F;40;1,68;Jovem adulto;Sul
12;150;PA;M;25;1,68;Jovem adulto;Norte
9;1800;PR;M;40;1,68;Jovem adulto;Sul
5;300;BA;M;29;1,68;Jovem adulto;Nordeste
16;2500;AP;M;34;1,68;Jovem adulto;Norte
11;400;BA;F;47;1,68;adulto;Nordeste
9;1200;RS;M;42;1,68;Jovem adulto;Sul
11;700;PA;M;34;1,68;Jovem adulto;Norte
12;850;CE;F;52;1,68;adulto;Nordeste
16;2500;SP;M;60;1,68;adulto;Sudeste
5;1000;SC;F;67;1,68;idoso;Sul
6;200;CE;F;51;1,68;adulto;Nordeste
9;300;MG;M;57;1,68;adulto;Sudeste
13;5000;DF;F;48;1,68;adulto;Centro-Oeste
6;2400;MG;M;43;1,68;Jovem adulto;Sudeste
9;1500;RS;M;56;1,68;adulto;Sul
15;3000;GO;M;23;1,68;Jovem adulto;Centro-Oeste
11;2500;PR;M;43;1,68;Jovem adulto;Sul
5;500;CE;M;46;1,68;adulto;Nordeste
1;550;RJ;F;57;1,68;adulto;Sudeste
16;4000;RS;F;34;1,68;Jovem adulto;Sul
1;800;GO;M;56;1,68;adulto;Centro-Oeste
16;7000;PE;M;45;1,68;adulto;Nordeste
6;400;PR;M;52;1,68;adulto;Sul
1;500;PE;M;74;1,68;idoso;Nordeste
16;8000;ES;M;40;1,68;Jovem adulto;Sudeste
7;1000;RN;M;35;1,68;Jovem adulto;Nordeste
12;1200;MS;M;31;1,68;Jovem adulto;Centro-Oeste
16;2000;GO;F;49;1,68;adulto;Centro-Oeste
1;400;BA;F;69;1,68;idoso;Nordeste
16;4300;SP;M;21;1,68;Jovem adulto;Sudeste
16;5200;RJ;M;59;1,68;adulto;Sudeste
10;788;BA;F;46;1,68;adulto;Nordeste
1;200;MA;M;59;1,68;adulto;Nordeste
10;4200;SP;M;42;1,68;Jovem adulto;Sudeste
5;2500;RS;M;73;1,68;idoso;Sul
12;1500;GO;M;40;1,68;Jovem adulto;Centro-Oeste
1;788;AL;M;49;1,68;adulto;Nordeste
9;1500;RJ;M;41;1,68;Jovem adulto;Sudeste
4;1000;RJ;M;37;1,68;Jovem adulto;Sudeste
6;800;CE;F;35;1,68;Jovem adulto;Nordeste
14;800;PE;F;32;1,68;Jovem adulto;Nordeste
3;500;PR;F;42;1,68;Jovem adulto;Sul
12;10000;RJ;M;44;1,68;Jovem adulto;Sudeste
1;800;RJ;M;34;1,68;Jovem adulto;Sudeste
6;2000;MT;M;40;1,68;Jovem adulto;Centro-Oeste
14;3000;SP;F;41;1,68;Jovem adulto;Sudeste
1;200;PA;F;71;1,68;idoso;Norte
16;15000;CE;F;47;1,68;adulto;Nordeste
12;920;PE;M;45;1,68;adulto;Nordeste
12;1200;DF;M;46;1,68;adulto;Centro-Oeste
4;788;PA;M;36;1,68;Jovem adulto;Norte
12;1800;BA;M;40;1,68;Jovem adulto;Nordeste
16;6500;CE;M;51;1,68;adulto;Nordeste
5;3000;PR;M;65;1,68;idoso;Sul
16;500;PE;M;47;1,68;adulto;Nordeste
12;1000;MG;M;21;1,68;Jovem adulto;Sudeste
5;1000;MG;M;50;1,68;adulto;Sudeste
9;1000;SP;M;45;1,68;adulto;Sudeste
13;1200;DF;M;31;1,68;Jovem adulto;Centro-Oeste
1;300;BA;M;58;1,68;adulto;Nordeste
9;920;SP;F;50;1,68;adulto;Sudeste
7;1650;GO;M;40;1,68;Jovem adulto;Centro-Oeste
12;1200;BA;F;38;1,68;Jovem adulto;Nordeste
12;950;RS;F;23;1,68;Jovem adulto;Sul
12;1490;RJ;M;30;1,68;Jovem adulto;Sudeste
12;1500;RJ;M;56;1,68;adulto;Sudeste
6;1600;RS;M;57;1,68;adulto;Sul
12;1600;RJ;M;57;1,68;adulto;Sudeste
7;900;DF;F;43;1,68;Jovem adulto;Centro-Oeste
12;788;RJ;F;29;1,68;Jovem adulto;Sudeste
12;900;GO;F;43;1,68;Jovem adulto;Centro-Oeste
16;1500;PA;M;63;1,68;adulto;Norte
12;900;SP;M;60;1,68;adulto;Sudeste
9;600;AL;F;45;1,68;adulto;Nordeste
16;7000;MG;M;44;1,68;Jovem adulto;Sudeste
12;3000;TO;M;58;1,68;adulto;Norte
3;1000;ES;M;47;1,68;adulto;Sudeste
15;3000;SP;M;65;1,68;idoso;Sudeste
10;1700;SP;M;47;1,68;adulto;Sudeste
6;800;RJ;F;59;1,68;adulto;Sudeste
9;1300;PR;F;45;1,68;adulto;Sul
1;860;SP;F;53;1,68;adulto;Sudeste
16;3800;PB;F;67;1,68;idoso;Nordeste
1;240;PR;F;42;1,68;Jovem adulto;Sul
16;7000;DF;F;44;1,68;Jovem adulto;Centro-Oeste
8;300;SE;M;37;1,68;Jovem adulto;Nordeste
12;4000;BA;M;48;1,68;adulto;Nordeste
8;2000;SP;M;37;1,68;Jovem adulto;Sudeste
9;250;PA;M;60;1,68;adulto;Norte
16;2000;RS;M;30;1,68;Jovem adulto;Sul
12;2500;RS;M;57;1,68;adulto;Sul
10;3000;RR;M;46;1,68;adulto;Norte
5;400;PA;F;38;1,68;Jovem adulto;Norte
1;900;PA;M;50;1,68;adulto;Norte
12;830;PE;F;32;1,68;Jovem adulto;Nordeste
1;1200;MG;F;38;1,68;Jovem adulto;Sudeste
5;2900;MT;M;36;1,68;Jovem adulto;Centro-Oeste
12;930;MG;F;33;1,68;Jovem adulto;Sudeste
12;10000;DF;M;53;1,68;adulto;Centro-Oeste
12;40;PI;M;50;1,68;adulto;Nordeste
1;500;MG;M;64;1,68;adulto;Sudeste
12;1600;SP;M;50;1,68;adulto;Sudeste
5;3000;BA;M;58;1,68;adulto;Nordeste
12;700;SP;M;39;1,68;Jovem adulto;Sudeste
12;600;PE;F;54;1,68;adulto;Nordeste
5;1500;MG;M;56;1,68;adulto;Sudeste
15;2000;SP;M;23;1,68;Jovem adulto;Sudeste
8;1000;GO;M;47;1,68;adulto;Centro-Oeste
16;15000;SP;F;42;1,68;Jovem adulto;Sudeste
10;750;RN;M;48;1,68;adulto;Nordeste
5;1000;SC;M;64;1,68;adulto;Sul
5;1250;SC;M;61;1,68;adulto;Sul
8;2100;RS;M;25;1,68;Jovem adulto;Sul
12;1576;RJ;M;38;1,68;Jovem adulto;Sudeste
1;600;BA;M;75;1,68;idoso;Nordeste
12;2560;SE;M;41;1,68;Jovem adulto;Nordeste
7;1600;RS;M;24;1,68;Jovem adulto;Sul
12;850;PE;F;30;1,68;Jovem adulto;Nordeste
16;2200;PB;F;38;1,68;Jovem adulto;Nordeste
9;50;MA;M;43;1,68;Jovem adulto;Nordeste
16;1200;SP;F;49;1,68;adulto;Sudeste
12;2200;MS;M;31;1,68;Jovem adulto;Centro-Oeste
12;800;RR;F;39;1,68;Jovem adulto;Norte
12;3000;PA;F;56;1,68;adulto;Norte
16;3500;MS;F;67;1,68;idoso;Centro-Oeste
4;1000;MG;M;55;1,68;adulto;Sudeste
9;2000;GO;M;66;1,68;idoso;Centro-Oeste
10;1200;SP;M;31;1,68;Jovem adulto;Sudeste
12;2500;SP;M;48;1,68;adulto;Sudeste
12;2000;GO;M;25;1,68;Jovem adulto;Centro-Oeste
16;788;SP;M;38;1,68;Jovem adulto;Sudeste
9;900;RJ;M;22;1,68;Jovem adulto;Sudeste
11;800;ES;M;46;1,68;adulto;Sudeste
5;600;MG;F;57;1,68;adulto;Sudeste
11;788;RJ;M;64;1,68;adulto;Sudeste
12;800;SP;F;28;1,68;Jovem adulto;Sudeste
6;1200;GO;M;33;1,68;Jovem adulto;Centro-Oeste
10;1300;RO;M;26;1,68;Jovem adulto;Norte
5;600;SP;F;46;1,68;adulto;Sudeste
16;240;MG;F;63;1,68;adulto;Sudeste
5;788;BA;F;37;1,68;Jovem adulto;Nordeste
12;1300;ES;M;45;1,68;adulto;Sudeste
9;900;RJ;F;28;1,68;Jovem adulto;Sudeste
5;2500;PR;M;73;1,68;idoso;Sul
12;1600;MG;M;20;1,68;Jovem adulto;Sudeste
9;1000;SP;F;38;1,68;Jovem adulto;Sudeste
12;788;AL;M;47;1,68;adulto;Nordeste
6;600;SP;F;48;1,68;adulto;Sudeste
16;1182;PB;M;23;1,68;Jovem adulto;Nordeste
11;650;DF;F;37;1,68;Jovem adulto;Centro-Oeste
9;1576;PR;M;41;1,68;Jovem adulto;Sul
12;1200;MG;M;31;1,68;Jovem adulto;Sudeste
12;3000;MG;F;58;1,68;adulto;Sudeste
9;1200;PR;F;35;1,68;Jovem adulto;Sul
9;1300;CE;M;46;1,68;adulto;Nordeste
12;788;SP;M;44;1,68;Jovem adulto;Sudeste
12;3000;PA;M;57;1,68;adulto;Norte
3;700;PA;M;32;1,68;Jovem adulto;Norte
5;1576;MS;M;72;1,68;idoso;Centro-Oeste
12;750;PR;M;35;1,68;Jovem adulto;Sul
16;1577;CE;M;48;1,68;adulto;Nordeste
16;3500;PA;M;50;1,68;adulto;Norte
4;1200;SE;M;44;1,68;Jovem adulto;Nordeste
12;2300;SP;M;42;1,68;Jovem adulto;Sudeste
5;788;PE;M;41;1,68;Jovem adulto;Nordeste
12;2200;AC;M;23;1,68;Jovem adulto;Norte
12;1500;PR;M;49;1,68;adulto;Sul
2;500;PE;M;57;1,68;adulto;Nordeste
12;788;CE;M;37;1,68;Jovem adulto;Nordeste
16;2000;RS;M;34;1,68;Jovem adulto;Sul
16;5000;DF;M;45;1,68;adulto;Centro-Oeste
5;900;GO;M;61;1,68;adulto;Centro-Oeste
12;788;MG;M;41;1,68;Jovem adulto;Sudeste
10;800;MS;M;36;1,68;Jovem adulto;Centro-Oeste
12;1100;SP;M;27;1,68;Jovem adulto;Sudeste
9;4000;AC;M;32;1,68;Jovem adulto;Norte
1;500;BA;M;39;1,68;Jovem adulto;Nordeste
12;2500;RJ;M;35;1,68;Jovem adulto;Sudeste
5;1500;PR;M;46;1,68;adulto;Sul
9;1800;RJ;M;40;1,68;Jovem adulto;Sudeste
10;1800;MT;M;42;1,68;Jovem adulto;Centro-Oeste
8;900;RJ;F;40;1,68;Jovem adulto;Sudeste
13;960;PE;F;45;1,68;adulto;Nordeste
16;2000;RS;F;47;1,68;adulto;Sul
15;2500;RS;F;37;1,68;Jovem adulto;Sul
11;1570;SP;M;23;1,68;Jovem adulto;Sudeste
6;350;CE;M;42;1,68;Jovem adulto;Nordeste
6;1000;SP;M;49;1,68;adulto;Sudeste
7;700;MT;M;62;1,68;adulto;Centro-Oeste
16;3000;SP;F;27;1,68;Jovem adulto;Sudeste
12;950;BA;F;56;1,68;adulto;Nordeste
16;6000;RJ;M;36;1,68;Jovem adulto;Sudeste
1;300;CE;M;32;1,68;Jovem adulto;Nordeste
11;2000;DF;M;44;1,68;Jovem adulto;Centro-Oeste
12;600;SC;F;24;1,68;Jovem adulto;Sul
15;2200;TO;M;57;1,68;adulto;Norte
7;800;PA;M;61;1,68;adulto;Norte
12;3550;CE;M;32;1,68;Jovem adulto;Nordeste
4;3000;MG;M;62;1,68;adulto;Sudeste
12;1850;CE;M;29;1,68;Jovem adulto;Nordeste
5;1200;SP;M;64;1,68;adulto;Sudeste
16;4000;AP;M;41;1,68;Jovem adulto;Norte
12;1500;SP;M;59;1,68;adulto;Sudeste
12;2500;RJ;M;40;1,68;Jovem adulto;Sudeste
9;2000;SP;M;54;1,68;adulto;Sudeste
12;2000;ES;M;46;1,68;adulto;Sudeste
12;1400;PR;F;49;1,68;adulto;Sul
6;1500;RJ;M;34;1,68;Jovem adulto;Sudeste
5;788;ES;M;42;1,68;Jovem adulto;Sudeste
5;2300;GO;M;39;1,68;Jovem adulto;Centro-Oeste
2;700;MT;F;75;1,68;idoso;Centro-Oeste
12;500;PA;M;45;1,68;adulto;Norte
9;2300;MG;M;49;1,68;adulto;Sudeste
12;600;SP;M;51;1,68;adulto;Sudeste
6;1240;PR;M;48;1,68;adulto;Sul
14;1500;SP;M;43;1,68;Jovem adulto;Sudeste
12;788;AP;M;34;1,68;Jovem adulto;Norte
8;4500;MG;M;50;1,68;adulto;Sudeste
12;1576;MG;M;44;1,68;Jovem adulto;Sudeste
5;2100;PR;M;60;1,68;adulto;Sul
6;700;BA;F;63;1,68;adulto;Nordeste
16;12000;GO;M;63;1,68;adulto;Centro-Oeste
12;788;MA;M;39;1,68;Jovem adulto;Nordeste
14;20000;SP;M;35;1,68;Jovem adulto;Sudeste
5;600;RS;M;26;1,68;Jovem adulto;Sul
12;1576;MG;M;56;1,68;adulto;Sudeste
10;4000;GO;M;62;1,68;adulto;Centro-Oeste
6;1200;PB;M;30;1,68;Jovem adulto;Nordeste
5;1800;RS;M;41;1,68;Jovem adulto;Sul
16;2300;SP;M;51;1,68;adulto;Sudeste
12;788;CE;M;43;1,68;Jovem adulto;Nordeste
12;800;PA;M;31;1,68;Jovem adulto;Norte
16;6000;RJ;M;57;1,68;adulto;Sudeste
16;2500;SP;M;36;1,68;Jovem adulto;Sudeste
12;1400;RS;M;39;1,68;Jovem adulto;Sul
13;1000;AC;F;50;1,68;adulto;Norte
9;1300;RJ;M;66;1,68;idoso;Sudeste
12;1100;SP;F;34;1,68;Jovem adulto;Sudeste
16;5000;MA;M;59;1,68;adulto;Nordeste
15;2000;RS;M;62;1,68;adulto;Sul
6;1000;RS;M;28;1,68;Jovem adulto;Sul
16;4000;DF;M;33;1,68;Jovem adulto;Centro-Oeste
12;788;MA;F;24;1,68;Jovem adulto;Nordeste
12;1000;AC;M;44;1,68;Jovem adulto;Norte
8;1080;RS;M;42;1,68;Jovem adulto;Sul
5;788;RO;M;40;1,68;Jovem adulto;Norte
5;300;CE;F;35;1,68;Jovem adulto;Nordeste
16;1100;MS;M;34;1,68;Jovem adulto;Centro-Oeste
9;1100;RO;M;31;1,68;Jovem adulto;Norte
7;993;PR;F;56;1,68;adulto;Sul
12;6000;RJ;M;45;1,68;adulto;Sudeste
6;1600;SP;M;28;1,68;Jovem adulto;Sudeste
13;1200;MG;M;24;1,68;Jovem adulto;Sudeste
7;1100;RS;F;37;1,68;Jovem adulto;Sul
3;700;SC;M;67;1,68;idoso;Sul
2;1500;GO;M;34;1,68;Jovem adulto;Centro-Oeste
13;900;CE;M;27;1,68;Jovem adulto;Nordeste
2;50;BA;M;77;1,68;idoso;Nordeste
5;1300;PR;F;44;1,68;Jovem adulto;Sul
16;4000;PR;M;49;1,68;adulto;Sul
7;2500;PR;M;67;1,68;idoso;Sul
8;1500;MS;M;31;1,68;Jovem adulto;Centro-Oeste
6;680;BA;F;36;1,68;Jovem adulto;Nordeste
12;780;SE;F;51;1,68;adulto;Nordeste
12;1000;MG;F;32;1,68;Jovem adulto;Sudeste
12;800;RO;F;41;1,68;Jovem adulto;Norte
12;1200;PA;F;55;1,68;adulto;Norte
11;1200;SP;F;44;1,68;Jovem adulto;Sudeste
5;1576;PA;M;38;1,68;Jovem adulto;Norte
1;300;PI;M;60;1,68;adulto;Nordeste
9;1000;PE;M;31;1,68;Jovem adulto;Nordeste
10;1000;AP;M;48;1,68;adulto;Norte
9;2500;SP;M;55;1,68;adulto;Sudeste
