Estudo,Renda,UF,Genero,Idade,Altura
12,2200.0,BA,F,44,1.63
12,788.0,MA,M,29,1.63
12,1400.0,RO,M,26,1.63
12,788.0,TO,F,41,1.63
12,950.0,CE,M,37,1.63
8,800.0,PE,F,38,1.63
16,8000.0,BA,F,45,1.63
16,3500.0,DF,F,28,1.63
12,950.0,ES,M,54,1.63
12,1500.0,SP,M,35,1.63
16,5000.0,MG,F,58,1.63
12,1300.0,RS,F,41,1.63
4,500.0,SP,M,62,1.63
16,2000.0,SC,M,35,1.63
6,50.0,CE,M,30,1.63
7,500.0,AP,F,36,1.63
10,950.0,BA,M,33,1.63
14,3000.0,ES,M,25,1.63
10,1200.0,BA,F,52,1.63
1,1400.0,PE,M,66,1.63
6,2000.0,RS,M,71,1.63
5,1000.0,PR,F,65,1.63
4,1500.0,RJ,M,37,1.63
16,2800.0,PR,F,30,1.63
5,1500.0,SP,M,58,1.63
12,4000.0,RS,M,64,1.63
13,4000.0,MG,M,32,1.63
12,1200.0,MG,M,50,1.63
12,1200.0,SP,M,49,1.63
4,900.0,MG,M,51,1.63
6,800.0,CE,M,34,1.63
12,1576.0,SP,M,48,1.63
9,3000.0,PE,M,60,1.63
16,8000.0,RJ,M,77,1.63
4,800.0,GO,M,60,1.63
9,1000.0,RS,M,40,1.63
6,1200.0,RS,M,39,1.63
12,3400.0,SC,M,35,1.63
12,1200.0,SP,M,42,1.63
14,5000.0,SP,F,38,1.63
15,5000.0,SP,M,24,1.63
12,900.0,BA,M,28,1.63
7,1400.0,GO,M,33,1.63
2,250.0,MA,F,48,1.63
12,1800.0,BA,M,23,1.63
3,788.0,PE,F,49,1.63
16,1500.0,RS,F,57,1.63
12,2000.0,PR,M,58,1.63
2,200.0,PE,M,64,1.63
13,3000.0,BA,F,51,1.63
12,900.0,AL,M,26,1.63
10,1200.0,RJ,M,38,1.63
12,4500.0,RJ,M,64,1.63
5,80.0,BA,M,45,1.63
16,7700.0,RJ,M,58,1.63
4,1200.0,PR,M,42,1.63
8,1200.0,PA,F,31,1.63
4,788.0,ES,M,60,1.63
12,1000.0,AC,M,41,1.63
7,260.0,PE,F,38,1.63
16,12000.0,RJ,M,58,1.63
9,1000.0,RJ,M,35,1.63
9,992.0,PA,M,21,1.63
16,2000.0,SP,F,57,1.63
6,820.0,AP,F,47,1.63
12,788.0,RS,M,56,1.63
16,900.0,SC,F,45,1.63
12,2800.0,SP,M,32,1.63
12,788.0,PA,F,29,1.63
10,800.0,RN,M,20,1.63
16,6000.0,MG,M,61,1.63
12,1200.0,PR,F,51,1.63
5,1200.0,MG,M,31,1.63
16,2500.0,PE,M,38,1.63
9,2500.0,PR,M,47,1.63
12,790.0,RO,F,34,1.63
5,1200.0,PE,M,41,1.63
12,2300.0,PA,M,32,1.63
2,250.0,BA,M,40,1.63
2,788.0,TO,M,48,1.63
12,1200.0,PA,M,57,1.63
12,788.0,DF,F,23,1.63
2,1020.0,PR,M,66,1.63
5,300.0,MT,M,50,1.63
16,15000.0,MG,M,35,1.63
12,4500.0,MG,M,59,1.63
16,3600.0,SP,F,34,1.63
8,1500.0,MA,M,45,1.63
12,500.0,BA,F,52,1.63
15,788.0,MG,F,41,1.63
12,2500.0,MS,M,43,1.63
12,1200.0,RJ,M,58,1.63
1,1300.0,DF,M,55,1.63
16,10000.0,SP,F,40,1.63
9,1100.0,BA,M,48,1.63
5,1500.0,GO,M,48,1.63
12,900.0,PE,F,35,1.63
16,3500.0,PR,M,53,1.63
12,808.0,SE,F,33,1.63
1,700.0,SE,M,44,1.63
5,2210.0,PA,M,51,1.63
6,788.0,GO,M,35,1.63
5,1200.0,RJ,M,55,1.63
1,250.0,CE,M,61,1.63
5,3000.0,MS,M,55,1.63
2,500.0,PA,F,35,1.63
5,2700.0,RJ,M,36,1.63
12,500.0,CE,F,33,1.63
5,200.0,AL,M,26,1.63
16,4200.0,BA,M,67,1.63
1,150.0,MA,M,63,1.63
16,6800.0,GO,M,35,1.63
12,1567.0,TO,M,33,1.63
12,940.0,PB,M,48,1.63
8,788.0,AL,M,39,1.63
12,1400.0,MG,F,46,1.63
16,6000.0,DF,F,33,1.63
1,1000.0,MG,M,49,1.63
16,2000.0,PE,F,36,1.63
12,1500.0,BA,M,43,1.63
12,6000.0,PR,M,59,1.63
12,1576.0,PE,M,62,1.63
9,788.0,RN,F,62,1.63
13,1000.0,PR,M,50,1.63
12,1300.0,MG,M,39,1.63
5,2500.0,SP,M,63,1.63
5,2000.0,SC,M,59,1.63
12,788.0,CE,M,33,1.63
9,1400.0,GO,M,38,1.63
12,7000.0,DF,M,54,1.63
15,8000.0,SP,M,58,1.63
6,300.0,GO,M,50,1.63
5,1200.0,GO,M,42,1.63
14,3000.0,MG,M,43,1.63
1,400.0,BA,M,76,1.63
13,3000.0,GO,F,24,1.63
4,1400.0,SP,M,51,1.63
8,2600.0,PA,M,50,1.63
6,788.0,RJ,M,46,1.63
8,60.0,MA,F,32,1.63
7,1875.0,PR,M,45,1.63
8,400.0,RJ,F,24,1.63
12,800.0,RJ,F,34,1.63
16,12000.0,MA,M,57,1.63
12,2500.0,SP,M,37,1.63
9,1200.0,PR,F,51,1.63
3,350.0,MA,M,85,1.63
9,800.0,PA,M,45,1.63
14,1500.0,RS,M,25,1.63
16,6000.0,SC,M,32,1.63
9,2350.0,RS,M,55,1.63
1,788.0,PE,F,30,1.63
13,1500.0,RJ,F,64,1.63
9,785.0,GO,F,37,1.63
3,50.0,RS,M,58,1.63
9,1000.0,DF,F,39,1.63
13,1500.0,SC,M,45,1.63
1,788.0,MG,M,49,1.63
6,1500.0,RJ,M,34,1.63
12,3000.0,PR,M,53,1.63
16,3900.0,SP,M,39,1.63
16,7000.0,RS,M,55,1.63
9,3000.0,MG,M,41,1.63
16,3500.0,PA,F,43,1.63
12,1500.0,RS,M,44,1.63
9,2200.0,AC,F,42,1.63
12,1200.0,RJ,F,47,1.63
1,100.0,BA,M,71,1.63
15,3800.0,MS,M,33,1.63
11,794.0,BA,M,29,1.63
16,3500.0,RN,M,62,1.63
12,2700.0,MG,M,57,1.63
12,3600.0,RS,M,32,1.63
7,788.0,RN,F,38,1.63
8,2500.0,AC,M,38,1.63
12,800.0,RO,M,44,1.63
12,1200.0,PB,M,38,1.63
12,1200.0,SP,M,51,1.63
16,6000.0,RJ,M,55,1.63
12,788.0,MA,F,30,1.63
12,1500.0,SP,M,35,1.63
13,850.0,BA,M,34,1.63
7,1125.0,PI,M,40,1.63
4,788.0,BA,F,51,1.63
9,790.0,MT,F,45,1.63
12,5000.0,PE,M,61,1.63
12,2000.0,SC,M,49,1.63
12,1576.0,BA,M,29,1.63
12,1000.0,SP,M,32,1.63
16,18000.0,PB,M,51,1.63
1,80.0,SE,M,41,1.63
13,1700.0,RS,M,26,1.63
4,1580.0,GO,M,61,1.63
9,1000.0,MG,M,62,1.63
12,788.0,BA,M,34,1.63
4,788.0,MG,M,50,1.63
5,1500.0,RJ,M,57,1.63
5,500.0,PR,F,58,1.63
9,300.0,AP,M,51,1.63
12,600.0,RS,M,24,1.63
15,1350.0,RS,F,22,1.63
11,1300.0,PA,F,34,1.63
1,1000.0,SP,F,35,1.63
8,1200.0,RS,M,34,1.63
5,830.0,AL,M,43,1.63
5,788.0,GO,M,31,1.63
7,800.0,PE,M,30,1.63
6,920.0,CE,M,55,1.63
16,7500.0,PE,M,65,1.63
1,700.0,BA,F,51,1.63
9,790.0,SC,F,44,1.63
9,2000.0,SP,M,46,1.63
3,400.0,BA,M,57,1.63
12,1300.0,RJ,M,56,1.63
16,15000.0,RJ,M,64,1.63
12,1500.0,PR,F,47,1.63
5,900.0,PE,F,51,1.63
12,1500.0,CE,M,23,1.63
12,1100.0,GO,F,58,1.63
7,4300.0,SP,M,60,1.63
14,1100.0,MS,F,29,1.63
12,3500.0,MG,M,38,1.63
12,2000.0,PR,M,44,1.63
12,400.0,AL,F,23,1.63
8,1300.0,RJ,M,24,1.63
1,580.0,AC,M,29,1.63
7,1000.0,SC,M,30,1.63
9,788.0,PE,M,48,1.63
12,400.0,RS,F,58,1.63
16,15000.0,BA,M,49,1.63
6,788.0,MG,M,41,1.63
15,3000.0,MG,M,39,1.63
15,10000.0,DF,F,46,1.63
9,1500.0,PA,M,47,1.63
16,2800.0,SP,M,41,1.63
17,1200.0,DF,F,45,1.63
7,2400.0,PR,M,51,1.63
12,834.0,BA,M,39,1.63
16,3000.0,PA,M,27,1.63
16,2300.0,PA,F,58,1.63
16,2000.0,RS,F,49,1.63
12,1200.0,MG,F,34,1.63
12,2200.0,PR,M,31,1.63
12,1000.0,SP,M,54,1.63
16,11000.0,SE,M,51,1.63
11,600.0,BA,M,36,1.63
15,1150.0,PR,M,48,1.63
12,150.0,TO,F,51,1.63
13,2400.0,MG,M,37,1.63
2,788.0,PE,M,49,1.63
11,1200.0,RJ,M,48,1.63
8,2800.0,MS,M,39,1.63
9,3000.0,RJ,M,43,1.63
12,3800.0,RS,M,37,1.63
5,788.0,MG,M,38,1.63
12,830.0,MT,F,45,1.63
5,2000.0,RS,M,62,1.63
2,300.0,CE,F,74,1.63
12,5000.0,ES,M,43,1.63
6,100.0,PE,F,53,1.63
16,20000.0,PR,M,47,1.63
12,3000.0,RS,F,46,1.63
11,900.0,MT,M,27,1.63
12,3500.0,GO,M,34,1.63
7,788.0,MT,M,40,1.63
6,788.0,TO,F,38,1.63
5,1200.0,SC,M,36,1.63
3,100.0,BA,M,55,1.63
1,200.0,MA,M,61,1.63
12,150.0,MA,M,24,1.63
6,150.0,BA,M,40,1.63
12,200.0,MS,F,59,1.63
6,788.0,BA,F,60,1.63
16,1300.0,RO,M,46,1.63
11,1800.0,SP,M,45,1.63
12,2000.0,PR,M,41,1.63
6,1200.0,RJ,F,53,1.63
6,1800.0,BA,M,56,1.63
10,350.0,MS,F,38,1.63
6,2200.0,AP,M,37,1.63
12,1500.0,SP,F,37,1.63
15,3000.0,RJ,M,28,1.63
16,22000.0,DF,M,26,1.63
9,1300.0,RS,M,56,1.63
12,500.0,RN,M,28,1.63
9,788.0,PB,M,28,1.63
9,210.0,PA,F,35,1.63
9,800.0,PA,M,48,1.63
16,4300.0,PA,F,54,1.63
9,1800.0,BA,M,47,1.63
12,1500.0,PA,M,47,1.63
12,2000.0,RJ,M,52,1.63
1,400.0,AL,M,31,1.63
12,1700.0,SP,M,28,1.63
12,788.0,PE,F,38,1.63
12,5000.0,SP,M,44,1.63
5,1100.0,MG,M,52,1.63
7,900.0,RJ,M,33,1.63
12,5000.0,RS,M,42,1.63
12,2500.0,RO,M,48,1.63
16,13000.0,PR,F,53,1.63
12,788.0,CE,F,21,1.63
9,1500.0,BA,M,40,1.63
12,7600.0,MG,M,40,1.63
12,3000.0,ES,F,34,1.63
12,3000.0,SP,M,40,1.63
12,2000.0,SC,M,25,1.63
12,1859.0,GO,M,42,1.63
5,480.0,MG,M,75,1.63
12,1000.0,PB,M,32,1.63
6,600.0,BA,M,59,1.63
12,1050.0,RJ,M,33,1.63
16,5000.0,MS,M,62,1.63
11,1800.0,RO,F,45,1.63
9,630.0,PR,F,39,1.63
12,1300.0,PE,M,37,1.63
12,1800.0,CE,M,30,1.63
12,930.0,PA,F,28,1.63
8,1250.0,PR,M,40,1.63
9,1500.0,RJ,M,58,1.63
16,8000.0,PR,M,43,1.63
12,4000.0,SP,M,52,1.63
9,2000.0,SC,M,39,1.63
1,900.0,PE,M,56,1.63
3,900.0,AP,M,44,1.63
12,16000.0,PA,M,44,1.63
6,200.0,PI,M,30,1.63
6,1100.0,DF,M,21,1.63
4,600.0,PE,F,34,1.63
12,3500.0,MA,F,52,1.63
3,300.0,BA,M,49,1.63
6,1200.0,PA,M,54,1.63
1,500.0,MA,M,37,1.63
9,100.0,RN,M,33,1.63
12,1300.0,RS,M,45,1.63
4,500.0,ES,M,50,1.63
12,400.0,SP,M,36,1.63
11,788.0,PI,M,37,1.63
1,788.0,TO,M,29,1.63
2,1700.0,SC,F,49,1.63
13,930.0,AC,M,23,1.63
6,1800.0,RS,M,57,1.63
4,1334.0,MG,M,38,1.63
16,3000.0,ES,F,39,1.63
12,600.0,PA,F,31,1.63
16,3800.0,SP,M,28,1.63
12,1600.0,MG,M,31,1.63
3,400.0,SE,M,44,1.63
12,2200.0,RJ,M,64,1.63
12,900.0,BA,F,59,1.63
8,788.0,PI,M,25,1.63
3,480.0,PI,M,56,1.63
16,5200.0,DF,M,42,1.63
12,1500.0,MG,M,58,1.63
12,1600.0,RJ,M,24,1.63
6,788.0,BA,M,34,1.63
12,788.0,SE,M,38,1.63
5,1180.0,MG,M,73,1.63
12,970.0,GO,F,47,1.63
16,2300.0,SC,F,52,1.63
9,1000.0,SP,F,59,1.63
6,1000.0,SP,M,55,1.63
16,15800.0,SP,M,46,1.63
16,5000.0,GO,F,52,1.63
6,500.0,AP,M,40,1.63
9,1500.0,RS,M,41,1.63
16,6000.0,DF,M,29,1.63
16,4000.0,PA,F,51,1.63
16,3500.0,MG,M,36,1.63
12,1200.0,SC,M,32,1.63
9,400.0,SP,F,57,1.63
12,1200.0,SC,F,50,1.63
6,1600.0,RS,F,62,1.63
15,3000.0,ES,F,43,1.63
16,6100.0,GO,M,48,1.63
12,1900.0,SC,M,33,1.63
4,230.0,BA,F,54,1.63
12,750.0,MS,M,44,1.63
5,350.0,BA,M,52,1.63
4,788.0,GO,M,66,1.63
12,1500.0,SP,M,36,1.63
16,5000.0,DF,M,40,1.63
2,1500.0,ES,F,64,1.63
8,900.0,MG,F,36,1.63
16,10000.0,DF,M,53,1.63
6,788.0,PR,M,44,1.63
14,1200.0,SC,F,56,1.63
1,400.0,CE,M,45,1.63
1,1500.0,SC,M,65,1.63
12,788.0,PA,F,46,1.63
16,15000.0,RJ,F,36,1.63
7,800.0,DF,M,24,1.63
12,5000.0,BA,M,37,1.63
12,100.0,DF,F,72,1.63
16,1800.0,PR,M,33,1.63
1,220.0,BA,M,67,1.63
1,2000.0,BA,M,39,1.63
3,420.0,SE,M,50,1.63
14,3500.0,MA,M,25,1.63
7,3000.0,MS,M,52,1.63
12,788.0,PE,M,22,1.63
1,2300.0,RS,M,48,1.63
16,4000.0,DF,F,50,1.63
16,30000.0,DF,M,32,1.63
6,1000.0,MG,M,65,1.63
3,800.0,SP,M,35,1.63
12,788.0,BA,F,31,1.63
9,300.0,PE,F,50,1.63
12,10000.0,MS,M,52,1.63
12,1980.0,MG,M,54,1.63
6,800.0,PA,M,29,1.63
7,6000.0,PE,F,54,1.63
12,788.0,SP,M,61,1.63
1,160.0,CE,M,31,1.63
10,2000.0,SP,M,47,1.63
12,1000.0,DF,M,42,1.63
1,20.0,MG,M,45,1.63
16,1800.0,SE,M,28,1.63
14,10000.0,AP,M,51,1.63
12,2500.0,SP,M,50,1.63
12,3800.0,MG,F,40,1.63
9,100.0,RS,M,40,1.63
9,400.0,RO,M,28,1.63
5,1800.0,MS,M,56,1.63
6,1500.0,SP,M,41,1.63
5,788.0,AL,F,46,1.63
12,3000.0,RO,M,41,1.63
5,500.0,SC,M,56,1.63
4,3000.0,PA,M,60,1.63
7,3000.0,RS,M,52,1.63
12,1500.0,PR,M,77,1.63
9,1200.0,AP,M,62,1.63
9,400.0,CE,F,59,1.63
9,300.0,PB,M,73,1.63
4,50.0,SP,M,68,1.63
9,1300.0,RS,M,30,1.63
9,788.0,GO,M,42,1.63
1,788.0,BA,F,25,1.63
10,720.0,MA,M,26,1.63
12,788.0,SP,M,37,1.63
5,820.0,PB,F,45,1.63
12,920.0,MG,M,54,1.63
1,60.0,SE,M,63,1.63
12,5000.0,GO,F,47,1.63
12,300.0,MG,F,70,1.63
12,800.0,SP,M,42,1.63
16,7000.0,DF,F,43,1.63
16,600.0,GO,F,47,1.63
16,4000.0,GO,M,35,1.63
11,800.0,CE,M,29,1.63
6,1600.0,RJ,M,61,1.63
5,400.0,SE,M,39,1.63
16,2500.0,RJ,M,61,1.63
7,1100.0,MG,M,38,1.63
12,788.0,BA,F,37,1.63
1,1500.0,MG,M,52,1.63
12,990.0,TO,M,31,1.63
1,80.0,SE,F,38,1.63
8,750.0,MG,F,64,1.63
5,788.0,MG,F,51,1.63
12,1400.0,RS,M,31,1.63
1,360.0,BA,M,59,1.63
5,2500.0,SC,M,55,1.63
9,788.0,CE,M,45,1.63
12,2700.0,RS,M,56,1.63
12,788.0,MA,M,35,1.63
5,3000.0,RO,M,43,1.63
13,2000.0,SC,M,70,1.63
13,2000.0,PA,M,63,1.63
1,2000.0,PR,M,56,1.63
5,1200.0,PA,M,53,1.63
12,3000.0,RO,F,34,1.63
12,394.0,BA,F,57,1.63
12,3200.0,BA,F,53,1.63
4,1300.0,BA,M,51,1.63
11,800.0,PA,M,45,1.63
9,1800.0,MG,M,33,1.63
9,700.0,MA,M,67,1.63
1,160.0,PE,F,58,1.63
11,1400.0,RS,M,33,1.63
16,2000.0,RJ,F,58,1.63
12,1200.0,SP,M,31,1.63
11,1000.0,TO,M,34,1.63
12,1200.0,CE,M,51,1.63
6,1300.0,SP,M,54,1.63
6,800.0,PA,M,51,1.63
6,2500.0,PB,M,72,1.63
12,1150.0,PA,F,27,1.63
4,600.0,PR,M,62,1.63
12,1100.0,PB,M,43,1.63
5,788.0,MG,M,51,1.63
9,2500.0,SP,M,44,1.63
5,700.0,PR,M,56,1.63
13,500.0,RJ,F,39,1.63
8,1500.0,PA,M,68,1.63
16,7000.0,DF,F,44,1.63
9,560.0,RJ,F,49,1.63
9,788.0,MG,F,56,1.63
12,1300.0,SP,M,22,1.63
10,2200.0,AP,M,44,1.63
12,1900.0,AP,M,38,1.63
16,2300.0,CE,M,32,1.63
9,800.0,AP,M,37,1.63
16,1500.0,MA,M,36,1.63
5,1800.0,MG,M,35,1.63
9,788.0,RS,F,68,1.63
15,5000.0,MG,M,36,1.63
12,4500.0,TO,M,42,1.63
16,3000.0,SP,M,35,1.63
9,2000.0,PR,M,47,1.63
12,200.0,CE,F,41,1.63
4,360.0,MG,F,58,1.63
9,1500.0,CE,M,60,1.63
11,1010.0,PR,M,42,1.63
5,900.0,MG,M,38,1.63
6,1500.0,RS,M,49,1.63
15,4000.0,MS,M,56,1.63
10,3000.0,AC,M,47,1.63
12,788.0,GO,F,50,1.63
16,2200.0,PR,M,50,1.63
12,2000.0,PR,M,45,1.63
5,2100.0,ES,M,53,1.63
1,1500.0,SP,M,77,1.63
7,788.0,MS,M,18,1.63
12,1300.0,SC,M,32,1.63
9,1600.0,RS,M,35,1.63
16,788.0,CE,F,37,1.63
14,1000.0,MT,F,20,1.63
5,60.0,BA,F,51,1.63
9,2300.0,SP,M,40,1.63
16,1200.0,RS,M,48,1.63
5,1200.0,ES,M,56,1.63
9,1800.0,GO,M,68,1.63
8,985.0,SE,M,44,1.63
5,1200.0,SP,M,31,1.63
1,1080.0,SE,M,20,1.63
16,2500.0,SC,F,56,1.63
4,750.0,SP,M,62,1.63
5,1900.0,RJ,M,50,1.63
9,788.0,BA,M,24,1.63
16,2300.0,RS,F,33,1.63
9,1100.0,RS,M,25,1.63
16,15000.0,AP,M,30,1.63
12,1250.0,PA,M,47,1.63
5,1000.0,RO,M,33,1.63
9,1050.0,SP,M,48,1.63
12,788.0,RN,F,39,1.63
3,500.0,CE,M,39,1.63
10,1500.0,BA,M,42,1.63
15,3000.0,SP,F,50,1.63
2,1000.0,TO,M,55,1.63
5,500.0,PR,M,71,1.63
2,950.0,PR,F,60,1.63
6,300.0,SP,M,53,1.63
12,2000.0,MT,M,51,1.63
12,3800.0,GO,M,42,1.63
16,5100.0,MG,F,26,1.63
12,1300.0,SP,F,40,1.63
1,788.0,PA,M,45,1.63
9,900.0,PE,M,43,1.63
12,1200.0,AP,M,48,1.63
12,2000.0,SC,M,43,1.63
13,800.0,GO,F,34,1.63
3,100.0,BA,M,37,1.63
3,500.0,GO,M,60,1.63
8,700.0,PE,F,43,1.63
12,500.0,PE,F,38,1.63
12,1000.0,SC,F,34,1.63
13,1850.0,SC,M,60,1.63
16,2500.0,AL,M,25,1.63
12,800.0,SP,M,41,1.63
5,1500.0,SC,M,59,1.63
13,2500.0,PB,M,38,1.63
8,2300.0,RJ,M,43,1.63
6,600.0,PA,M,30,1.63
7,500.0,PA,M,53,1.63
15,3200.0,SP,F,49,1.63
4,700.0,SP,F,57,1.63
12,788.0,AC,M,40,1.63
5,400.0,PE,M,55,1.63
12,1600.0,RJ,M,38,1.63
12,2000.0,SP,M,36,1.63
12,1000.0,MG,F,49,1.63
16,4000.0,PR,F,41,1.63
16,4000.0,PR,M,23,1.63
5,950.0,PR,M,43,1.63
2,788.0,MG,M,44,1.63
12,3500.0,PR,M,60,1.63
16,9200.0,SC,M,46,1.63
6,850.0,PA,M,61,1.63
5,1500.0,PA,M,31,1.63
8,820.0,SP,F,53,1.63
7,2000.0,RJ,M,32,1.63
12,1000.0,MG,M,32,1.63
9,1500.0,MG,M,44,1.63
12,20000.0,RO,M,52,1.63
12,789.0,PA,F,38,1.63
6,788.0,RN,M,49,1.63
15,350.0,MA,F,36,1.63
11,1750.0,MG,M,31,1.63
11,830.0,PA,F,46,1.63
12,788.0,SP,M,33,1.63
1,788.0,MA,F,70,1.63
4,1750.0,MG,M,39,1.63
1,500.0,PI,M,41,1.63
12,841.0,MG,M,33,1.63
9,1500.0,MG,M,58,1.63
16,800.0,PE,F,45,1.63
5,1500.0,PA,M,50,1.63
16,1500.0,PB,M,35,1.63
16,2200.0,BA,M,35,1.63
5,500.0,BA,M,37,1.63
16,10000.0,SP,M,41,1.63
5,1500.0,PR,M,29,1.63
12,500.0,BA,F,27,1.63
3,1200.0,PR,M,58,1.63
9,800.0,RO,F,53,1.63
6,788.0,MG,F,47,1.63
7,5000.0,SP,M,38,1.63
12,800.0,RJ,F,37,1.63
2,450.0,SE,M,48,1.63
6,788.0,ES,M,35,1.63
12,4000.0,MG,M,54,1.63
5,788.0,PI,M,34,1.63
16,10600.0,CE,F,46,1.63
14,18000.0,MG,M,47,1.63
5,800.0,PR,M,59,1.63
9,1800.0,RS,M,49,1.63
5,800.0,PA,M,31,1.63
12,3500.0,BA,M,30,1.63
16,1000.0,RJ,M,40,1.63
16,1200.0,PE,M,51,1.63
9,3000.0,ES,M,60,1.63
3,500.0,DF,M,81,1.63
12,1800.0,SP,M,29,1.63
12,1300.0,SP,M,31,1.63
12,500.0,PA,F,39,1.63
8,1000.0,DF,F,32,1.63
11,1000.0,PA,F,79,1.63
4,1000.0,RJ,F,68,1.63
12,788.0,AC,M,46,1.63
12,4000.0,RR,M,50,1.63
12,950.0,BA,M,36,1.63
2,200.0,AP,M,67,1.63
12,1000.0,RJ,M,44,1.63
13,2500.0,PE,M,48,1.63
6,788.0,PE,M,52,1.63
3,1200.0,MG,M,43,1.63
12,1100.0,SC,F,55,1.63
12,1200.0,DF,M,27,1.63
3,788.0,CE,M,40,1.63
12,1500.0,TO,M,56,1.63
16,5000.0,PE,M,55,1.63
9,1800.0,SP,M,36,1.63
16,4000.0,MG,M,46,1.63
16,6700.0,PR,M,48,1.63
9,1600.0,PE,M,51,1.63
9,1200.0,SC,M,25,1.63
9,1100.0,PA,M,41,1.63
12,3000.0,SP,M,64,1.63
16,7000.0,DF,F,36,1.63
2,1800.0,BA,M,51,1.63
12,800.0,PE,M,32,1.63
1,800.0,SP,M,42,1.63
12,600.0,SP,M,41,1.63
6,500.0,PE,M,65,1.63
4,250.0,PA,M,61,1.63
3,788.0,AL,M,35,1.63
9,3000.0,RS,M,58,1.63
7,10000.0,RJ,M,67,1.63
9,1250.0,PE,M,55,1.63
12,2800.0,BA,M,33,1.63
7,900.0,GO,M,54,1.63
12,788.0,MG,F,43,1.63
7,5000.0,GO,M,43,1.63
12,788.0,PE,F,44,1.63
5,394.0,RS,F,44,1.63
7,500.0,MT,F,42,1.63
12,788.0,SC,F,31,1.63
9,800.0,SE,M,29,1.63
6,788.0,GO,M,48,1.63
5,500.0,AP,M,24,1.63
12,788.0,PR,M,40,1.63
12,700.0,PA,M,37,1.63
1,1000.0,MG,M,41,1.63
8,788.0,PA,M,36,1.63
4,1100.0,RJ,M,46,1.63
13,1500.0,ES,M,48,1.63
12,20000.0,MT,F,48,1.63
8,1200.0,PA,F,49,1.63
14,788.0,MG,F,28,1.63
7,2730.0,GO,M,46,1.63
16,7500.0,DF,F,30,1.63
7,1500.0,PR,M,25,1.63
16,10000.0,TO,M,57,1.63
9,1500.0,SP,M,62,1.63
13,1800.0,RJ,M,54,1.63
16,5000.0,SC,F,51,1.63
12,12000.0,MG,M,55,1.63
6,300.0,SP,F,42,1.63
3,15000.0,SC,M,62,1.63
12,1100.0,SP,M,53,1.63
1,926.0,RS,F,60,1.63
12,788.0,SE,M,39,1.63
12,1400.0,RN,M,37,1.63
11,700.0,BA,M,46,1.63
1,788.0,ES,M,53,1.63
12,1000.0,MG,M,34,1.63
7,788.0,TO,F,47,1.63
13,6500.0,MG,M,37,1.63
14,1000.0,PR,F,22,1.63
8,1000.0,PA,M,39,1.63
6,1576.0,BA,F,55,1.63
9,3000.0,PE,M,50,1.63
7,2200.0,RS,M,40,1.63
10,1200.0,MA,M,28,1.63
4,2000.0,SP,M,28,1.63
12,788.0,BA,F,48,1.63
16,7882.0,MG,M,56,1.63
16,12000.0,RS,M,70,1.63
12,3500.0,SP,F,33,1.63
12,1850.0,SP,F,32,1.63
13,2800.0,DF,F,40,1.63
16,2600.0,MT,M,40,1.63
16,1500.0,RJ,F,39,1.63
5,1800.0,RS,M,24,1.63
5,1000.0,SP,M,51,1.63
6,2000.0,SP,M,48,1.63
5,1000.0,SP,F,53,1.63
5,2000.0,ES,M,32,1.63
15,700.0,SC,F,57,1.63
8,788.0,PA,F,52,1.63
13,2000.0,RS,M,53,1.63
16,1560.0,RJ,M,40,1.63
15,4000.0,SP,M,37,1.63
12,1200.0,PE,M,26,1.63
16,1000.0,RS,F,41,1.63
12,788.0,BA,F,31,1.63
1,200.0,AC,M,44,1.63
6,900.0,DF,M,43,1.63
5,2000.0,SC,M,42,1.63
13,1000.0,RS,F,52,1.63
1,788.0,PA,M,37,1.63
15,2600.0,PR,M,33,1.63
9,2000.0,CE,M,44,1.63
12,1200.0,RN,M,24,1.63
10,60.0,MA,F,45,1.63
9,2600.0,CE,M,53,1.63
12,2700.0,BA,M,51,1.63
6,1300.0,RS,M,56,1.63
9,1000.0,PR,F,67,1.63
13,3500.0,RJ,M,60,1.63
14,1500.0,RN,M,33,1.63
7,500.0,SC,M,46,1.63
5,1030.0,PE,M,43,1.63
5,500.0,SE,M,49,1.63
1,788.0,PE,M,37,1.63
5,560.0,PR,F,34,1.63
16,1500.0,SP,F,35,1.63
2,1100.0,PE,M,43,1.63
12,1600.0,MA,M,35,1.63
12,850.0,RJ,F,23,1.63
9,600.0,RN,F,51,1.63
15,1500.0,PA,M,46,1.63
1,100.0,MG,F,52,1.63
14,2400.0,RS,M,41,1.63
12,1500.0,GO,M,32,1.63
6,700.0,TO,M,35,1.63
12,800.0,MG,M,32,1.63
14,1000.0,PA,F,49,1.63
12,500.0,RS,F,56,1.63
5,800.0,SC,F,52,1.63
7,788.0,GO,F,43,1.63
6,1200.0,AL,M,63,1.63
6,1400.0,MT,M,42,1.63
12,950.0,BA,M,33,1.63
5,788.0,SC,M,55,1.63
12,3500.0,TO,M,51,1.63
2,1500.0,TO,M,59,1.63
5,788.0,SE,F,55,1.63
14,1200.0,PE,M,43,1.63
12,2000.0,PR,M,55,1.63
5,1182.0,MG,M,38,1.63
1,650.0,AP,M,50,1.63
16,4000.0,SC,M,23,1.63
1,200.0,MA,M,58,1.63
16,7300.0,DF,F,32,1.63
14,1600.0,CE,F,25,1.63
12,2000.0,CE,F,50,1.63
4,60.0,BA,M,45,1.63
